,Date,Close,t,P.SS_EW,P.SS_EF,P.S_EW,P.S_EF,P.M_EW,P.M_EF,P.L_EW,P.L_EF,N.SS_EW,N.SS_EF,N.S_EW,N.S_EF,N.M_EW,N.M_EF,N.L_EW,N.L_EF
3525,2017-01-09,2268.899902,2017.02191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3526,2017-01-10,2268.899902,2017.02465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3527,2017-01-11,2275.320068,2017.02739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3528,2017-01-12,2270.439941,2017.0301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3529,2017-01-13,2274.639893,2017.03287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3530,2017-01-17,2267.889893,2017.04383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3531,2017-01-18,2271.889893,2017.04657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3532,2017-01-19,2263.689941,2017.04931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3533,2017-01-20,2271.310059,2017.05205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3534,2017-01-23,2265.199951,2017.0602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3535,2017-01-24,2280.070068,2017.06301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3536,2017-01-25,2298.370117,2017.06575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3537,2017-01-26,2296.679932,2017.06849315068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3538,2017-01-27,2294.689941,2017.07123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3539,2017-01-30,2280.899902,2017.07945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3540,2017-01-31,2278.870117,2017.08219178082,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3541,2017-02-01,2279.550049,2017.08493150685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3542,2017-02-02,2280.850098,2017.08767123288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3543,2017-02-03,2297.419922,2017.0904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3544,2017-02-06,2292.560059,2017.09863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3545,2017-02-07,2293.080078,2017.10136986301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3546,2017-02-08,2294.669922,2017.10410958904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3547,2017-02-09,2307.870117,2017.10684931507,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3548,2017-02-10,2316.100098,2017.1095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3549,2017-02-13,2328.25,2017.11780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3550,2017-02-14,2337.580078,2017.12054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3551,2017-02-15,2349.25,2017.12328767123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3552,2017-02-16,2347.219971,2017.12602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3553,2017-02-17,2351.159912,2017.12876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3554,2017-02-21,2365.379883,2017.1397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3555,2017-02-22,2362.820068,2017.14246575342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3556,2017-02-23,2363.810059,2017.14520547945,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3557,2017-02-24,2367.340088,2017.14794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3558,2017-02-27,2369.75,2017.15616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3559,2017-02-28,2363.639893,2017.15890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3560,2017-03-01,2395.959961,2017.16164383562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3561,2017-03-02,2381.919922,2017.16438356164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3562,2017-03-03,2383.120117,2017.16712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3563,2017-03-06,2375.310059,2017.17534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3564,2017-03-07,2368.389893,2017.17808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3565,2017-03-08,2362.97998,2017.18082191781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3566,2017-03-09,2364.870117,2017.18356164384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3567,2017-03-10,2372.600098,2017.18630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3568,2017-03-13,2373.469971,2017.19452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3569,2017-03-14,2365.449951,2017.19726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3570,2017-03-15,2385.26001,2017.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3571,2017-03-16,2381.379883,2017.20273972603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3572,2017-03-17,2378.25,2017.20547945205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3573,2017-03-20,2373.469971,2017.21369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3574,2017-03-21,2344.02002,2017.21643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3575,2017-03-22,2348.449951,2017.21917808219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3576,2017-03-23,2345.959961,2017.22191780822,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3577,2017-03-24,2343.97998,2017.22465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3578,2017-03-27,2341.590088,2017.23287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3579,2017-03-28,2358.570068,2017.23561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3580,2017-03-29,2361.129883,2017.23835616438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3581,2017-03-30,2368.060059,2017.24109589041,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3582,2017-03-31,2362.719971,2017.24383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3583,2017-04-03,2358.840088,2017.25205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3584,2017-04-04,2360.159912,2017.25479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3585,2017-04-05,2352.949951,2017.25753424658,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3586,2017-04-06,2357.48999,2017.2602739726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3587,2017-04-07,2355.540039,2017.26301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3588,2017-04-10,2357.159912,2017.27123287671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3589,2017-04-11,2353.780029,2017.27397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3590,2017-04-12,2344.929932,2017.27671232877,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3591,2017-04-13,2328.949951,2017.27945205479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3592,2017-04-17,2349.01001,2017.2904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3593,2017-04-18,2342.189941,2017.29315068493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3594,2017-04-19,2338.169922,2017.29589041096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3595,2017-04-20,2355.840088,2017.29863013699,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3596,2017-04-21,2348.689941,2017.30136986301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3597,2017-04-24,2374.149902,2017.3095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3598,2017-04-25,2388.610107,2017.31232876712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3599,2017-04-26,2387.449951,2017.31506849315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3600,2017-04-27,2388.77002,2017.31780821918,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3601,2017-04-28,2384.199951,2017.32054794521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3602,2017-05-01,2388.330078,2017.32876712329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3603,2017-05-02,2391.169922,2017.33150684932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3604,2017-05-03,2388.129883,2017.33424657534,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3605,2017-05-04,2389.52002,2017.33698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3606,2017-05-05,2399.290039,2017.3397260274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3607,2017-05-08,2399.379883,2017.34794520548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3608,2017-05-09,2396.919922,2017.35068493151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3609,2017-05-10,2399.629883,2017.35342465753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3610,2017-05-11,2394.439941,2017.35616438356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3611,2017-05-12,2390.899902,2017.35890410959,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3612,2017-05-15,2402.320068,2017.36712328767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3613,2017-05-16,2400.669922,2017.3698630137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3614,2017-05-17,2357.030029,2017.37260273973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3615,2017-05-18,2365.719971,2017.37534246575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3616,2017-05-19,2381.72998,2017.37808219178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3617,2017-05-22,2394.02002,2017.38630136986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3618,2017-05-23,2398.419922,2017.38904109589,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3619,2017-05-24,2404.389893,2017.39178082192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3620,2017-05-25,2415.070068,2017.39452054795,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3621,2017-05-26,2415.820068,2017.39726027397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3622,2017-05-30,2412.909912,2017.40821917808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3623,2017-05-31,2411.800049,2017.41095890411,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3624,2017-06-01,2430.060059,2017.41369863014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3625,2017-06-02,2439.070068,2017.41643835616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3626,2017-06-05,2436.100098,2017.42465753425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3627,2017-06-06,2429.330078,2017.42739726027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3628,2017-06-07,2433.139893,2017.4301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3629,2017-06-08,2433.790039,2017.43287671233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3630,2017-06-09,2431.77002,2017.43561643836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3631,2017-06-12,2429.389893,2017.44383561644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3632,2017-06-13,2440.350098,2017.44657534247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3633,2017-06-14,2437.919922,2017.44931506849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3634,2017-06-15,2432.459961,2017.45205479452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3635,2017-06-16,2433.149902,2017.45479452055,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3636,2017-06-19,2453.459961,2017.46301369863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3637,2017-06-20,2437.030029,2017.46575342466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3638,2017-06-21,2435.610107,2017.46849315068,0,0,0.00909,0,0.01195,0.00398,0.01408,0,NA,NA,NA,NA,0,0,0,0
3639,2017-06-22,2434.5,2017.47123287671,0,0,0.00452,0.00452,0.004,0.004,0.01411,0,NA,NA,NA,NA,0,0,0,0
3640,2017-06-23,2438.300049,2017.47397260274,0,0,0.03153,0.0045,0.024,0.008,0.02811,0,NA,NA,NA,NA,0,0,0,0
3641,2017-06-26,2439.070068,2017.48219178082,0.01042,0.01042,0.01818,0.00455,0.01581,0.00395,0.01619,0,NA,NA,NA,NA,NA,NA,0,0
3642,2017-06-27,2419.379883,2017.48493150685,0,0,0,0,0,0,0.02236,0,NA,NA,NA,NA,0,0,0,0
3643,2017-06-28,2440.689941,2017.48767123288,0,0,0.02315,0.00463,0.028,0.004,0.01811,0,NA,NA,NA,NA,0,0,0,0
3644,2017-06-29,2419.699951,2017.4904109589,0.0102,0,0.00455,0,0,0,0.0261,0,NA,NA,NA,NA,NA,NA,0,0
3645,2017-06-30,2423.409912,2017.49315068493,0.02128,0,0.00922,0,0,0,0.01818,0,0,0,0,0,0,0,0,0
3646,2017-07-03,2429.01001,2017.50136986301,0,0,0,0,0.00806,0.00403,0.01613,0,0,0,0,0,0,0,0,0
3647,2017-07-05,2432.540039,2017.50684931507,0,0,0,0,0.00797,0,0.02012,0,0,0,0,0,NA,NA,0,0
3648,2017-07-06,2409.75,2017.5095890411,0,0,0,0,0,0,0.00201,0,0,0,0,0,0,0,0,0
3649,2017-07-07,2425.179932,2017.51232876712,0,0,0,0,0.01186,0,0.02004,0.002,0,0,0,0,NA,NA,0,0
3650,2017-07-10,2427.429932,2017.52054794521,0,0,0,0,0.02778,0.00397,0.03614,0,0,0,0,0,0,0,0,0
3651,2017-07-11,2425.530029,2017.52328767123,0,0,0.00483,0,0.04418,0.00402,0.02218,0,0,0,0,0,0,0,0,0
3652,2017-07-12,2443.25,2017.52602739726,0,0,0.00481,0,0.03187,0.00398,0.02414,0,0,0,0,0,NA,NA,0,0
3653,2017-07-13,2447.830078,2017.52876712329,0,0,0.01887,0,0.02372,0,0.01616,0,0,0,0,0,NA,NA,0,0
3654,2017-07-14,2459.27002,2017.53150684932,0,0,0.00461,0,0.12648,0.01186,0.01606,0,0,0,0,0,0,0,0,0
3655,2017-07-17,2459.139893,2017.5397260274,0,0,0.00457,0,0.104,0,0.0161,0,0,0,0,0,NA,NA,0,0
3656,2017-07-18,2460.610107,2017.54246575342,0,0,0.0137,0,0.1,0.004,0.00813,0,NA,NA,NA,NA,0,0,0,0
3657,2017-07-19,2473.830078,2017.54520547945,0,0,0.02727,0,0.18254,0.01587,0.02424,0,NA,NA,NA,NA,NA,NA,0,0
3658,2017-07-20,2473.449951,2017.54794520548,0.0099,0,0.01351,0,0.15936,0.01594,0.01006,0,NA,NA,NA,NA,NA,NA,0,0
3659,2017-07-21,2472.540039,2017.55068493151,0,0,0.01826,0,0.14286,0.0119,0.02037,0,0,0,0,0,0,0,0,0
3660,2017-07-24,2469.909912,2017.55890410959,0.0101,0,0.0181,0,0.11905,0,0.02794,0.002,NA,NA,NA,NA,NA,NA,0,0
3661,2017-07-25,2477.129883,2017.56164383562,0.02041,0.02041,0.04566,0.00913,0.1245,0,0.01829,0,0,0,0,0,0,0,0,0
3662,2017-07-26,2477.830078,2017.56438356164,0.01,0.01,0.03182,0.00455,0.08765,0,0.02806,0,NA,NA,NA,NA,NA,NA,0,0
3663,2017-07-27,2475.419922,2017.56712328767,0.0297,0.0198,0.05405,0.00901,0.124,0,0.02236,0,NA,NA,NA,NA,0,0,0,0
3664,2017-07-28,2472.100098,2017.5698630137,0.01,0,0.06306,0,0.11417,0,0.022,0,NA,NA,NA,NA,NA,NA,0,0
3665,2017-07-31,2470.300049,2017.57808219178,0.0102,0,0.04545,0,0.05138,0.00395,0.01613,0,NA,NA,NA,NA,NA,NA,0,0
3666,2017-08-01,2476.350098,2017.58082191781,0,0,0.04977,0,0.12749,0,0.02429,0,NA,NA,NA,NA,NA,NA,0,0
3667,2017-08-02,2477.570068,2017.58356164384,0,0,0.06787,0,0.11905,0,0.02817,0.00201,NA,NA,NA,NA,NA,NA,0,0
3668,2017-08-03,2472.159912,2017.58630136986,0,0,0.03167,0.00452,0.04365,0,0.02024,0,NA,NA,NA,NA,0,0,0,0
3669,2017-08-04,2476.830078,2017.58904109589,0,0,0.04072,0,0.13944,0,0.02028,0,NA,NA,NA,NA,NA,NA,0,0
3670,2017-08-07,2480.909912,2017.59726027397,0.01031,0.01031,0.07306,0.00457,0.13043,0.00395,0.01606,0,NA,NA,NA,NA,NA,NA,0,0
3671,2017-08-08,2474.919922,2017.6,0,0,0.02715,0,0.03187,0.00398,0.026,0,NA,NA,NA,NA,NA,NA,0,0
3672,2017-08-09,2474.02002,2017.60273972603,0,0,0.00452,0,0.02778,0,0.01818,0,NA,NA,NA,NA,NA,NA,0,0
3673,2017-08-10,2438.209961,2017.60547945205,0,0,0,0,0,0,0.00406,0,NA,NA,NA,NA,NA,NA,0,0
3674,2017-08-11,2441.320068,2017.60821917808,0,0,0,0,0,0,0.00406,0,0,0,0,0,NA,NA,0,0
3675,2017-08-14,2465.840088,2017.61643835616,0.01053,0.01053,0.01843,0.00461,0.083,0,0.02,0,0,0,0,0,NA,NA,0,0
3676,2017-08-15,2464.610107,2017.61917808219,0.03261,0.01087,0.04695,0.00469,0.09562,0,0.02204,0,0,0,0,0,NA,NA,0,0
3677,2017-08-16,2468.110107,2017.62191780822,0,0,0.02315,0,0.13492,0.00794,0.024,0,0,0,0,0,NA,NA,0,0
3678,2017-08-17,2430.01001,2017.62465753425,0,0,0,0,0,0,0.00607,0.00202,0,0,0,0,NA,NA,0,0
3679,2017-08-18,2425.550049,2017.62739726027,0,0,0,0,0,0,0.00201,0,0,0,0,0,NA,NA,0,0
3680,2017-08-21,2428.370117,2017.63561643836,0,0,0,0,0,0,0.00402,0.00201,0,0,0,0,NA,NA,0,0
3681,2017-08-22,2452.51001,2017.63835616438,0.03614,0.0241,0.02941,0.0098,0.00397,0,0.024,0.002,0,0,0,0,NA,NA,0,0
3682,2017-08-23,2444.040039,2017.64109589041,0.01282,0,0.00505,0,0.00398,0.00398,0.0101,0.00202,0,0,0,0,NA,NA,0,0
3683,2017-08-24,2438.969971,2017.64383561644,0.03846,0.01282,0.01515,0.00505,0,0,0.01414,0,0,0,0,0,NA,NA,0,0
3684,2017-08-25,2443.050049,2017.64657534247,0.02597,0.01299,0.03535,0.00505,0.0119,0.00397,0.01198,0.002,0,0,0,0,NA,NA,0,0
3685,2017-08-28,2444.23999,2017.65479452055,0.05797,0.04348,0.10053,0.01587,0.03953,0.00791,0.0202,0.00202,0,0,0,0,NA,NA,0,0
3686,2017-08-29,2446.300049,2017.65753424658,0.01449,0.01449,0.06952,0.00535,0.028,0,0.03644,0.00202,0,0,0,0,NA,NA,0,0
3687,2017-08-30,2457.590088,2017.6602739726,0.08451,0.01408,0.08995,0.00529,0.05159,0.00397,0.02213,0.00201,0,0,0,0,NA,NA,0,0
3688,2017-08-31,2471.649902,2017.66301369863,0.04286,0.01429,0.08995,0.01058,0.03187,0.00797,0.03441,0.00405,0,0,0,0,NA,NA,0,0
3689,2017-09-01,2476.550049,2017.66575342466,0.01266,0,0.07035,0,0.06324,0.00791,0.03455,0.00407,0,0,0,0,NA,NA,0,0
3690,2017-09-05,2457.850098,2017.67671232877,0.01389,0,0.04712,0,0.072,0.004,0.02196,0.002,0,0,0,0,NA,NA,0,0
3691,2017-09-06,2465.540039,2017.67945205479,0.05263,0.01316,0.06736,0.00518,0.07171,0.00398,0.03823,0.00805,0,0,0,0,NA,NA,0,0
3692,2017-09-07,2465.100098,2017.68219178082,0.0411,0.0137,0.05641,0.00513,0.132,0.004,0.03049,0.00813,0,0,0,0,NA,NA,0,0
3693,2017-09-08,2461.429932,2017.68493150685,0.02817,0,0.04688,0.00521,0.15415,0,0.03476,0.00409,0,0,0,0,NA,NA,0,0
3694,2017-09-11,2488.110107,2017.69315068493,0,0,0.0398,0.00498,0.11952,0.00398,0.03808,0.00401,0,0,0,0,NA,NA,0,0
3695,2017-09-12,2496.47998,2017.69589041096,0,0,0.01961,0,0.08367,0,0.03484,0.0041,0,0,0,0,NA,NA,0,0
3696,2017-09-13,2498.370117,2017.69863013699,0,0,0,0,0.06349,0.00794,0.04217,0.00402,0,0,0,0,NA,NA,0,0
3697,2017-09-14,2495.620117,2017.70136986301,0,0,0,0,0.07115,0,0.03407,0.002,0,0,0,0,NA,NA,0,0
3698,2017-09-15,2500.22998,2017.70410958904,0,0,0,0,0.03937,0,0.03259,0.00204,0,0,0,0,NA,NA,0,0
3699,2017-09-18,2503.870117,2017.71232876712,0.01042,0,0.00461,0,0.03968,0.00794,0.04242,0.00202,0,0,0,0,NA,NA,0,0
3700,2017-09-19,2506.649902,2017.71506849315,0,0,0,0,0.03586,0.00398,0.04217,0.00402,NA,NA,NA,NA,NA,NA,0,0
3701,2017-09-20,2508.23999,2017.71780821918,0,0,0,0,0.03187,0,0.05918,0.00408,NA,NA,NA,NA,NA,NA,0,0
3702,2017-09-21,2500.600098,2017.72054794521,0,0,0,0,0.02778,0,0.04481,0.00204,NA,NA,NA,NA,NA,NA,0,0
3703,2017-09-22,2502.219971,2017.72328767123,0,0,0,0,0.01181,0,0.05726,0.00613,NA,NA,NA,NA,NA,NA,0,0
3704,2017-09-25,2496.659912,2017.73150684932,0,0,0,0,0.01976,0,0.05906,0.00407,NA,NA,NA,NA,NA,NA,0,0
3705,2017-09-26,2496.840088,2017.73424657534,0,0,0,0,0.0239,0,0.06004,0.00414,NA,NA,NA,NA,NA,NA,0,0
3706,2017-09-27,2507.040039,2017.73698630137,0,0,0,0,0,0,0.06352,0.00205,NA,NA,NA,NA,NA,NA,0,0
3707,2017-09-28,2510.060059,2017.7397260274,0.0099,0,0.0045,0,0.01976,0,0.05703,0.00204,NA,NA,NA,NA,NA,NA,0,0
3708,2017-09-29,2519.360107,2017.74246575342,0,0,0,0,0.0119,0,0.04675,0.00203,0,0,0,0,NA,NA,0,0
3709,2017-10-02,2529.120117,2017.75068493151,0,0,0,0,0.03557,0.00395,0.05102,0.00408,0,0,0,0,NA,NA,0,0
3710,2017-10-03,2534.580078,2017.75342465753,0.0101,0,0.00455,0,0.05179,0,0.05328,0.0041,NA,NA,NA,NA,NA,NA,0,0
3711,2017-10-04,2537.73999,2017.75616438356,0.0297,0.0099,0.01357,0.00452,0.05952,0.00397,0.05645,0,NA,NA,NA,NA,NA,NA,0,0
3712,2017-10-05,2552.070068,2017.75890410959,0.08081,0.0202,0.0362,0.00905,0.09091,0.02767,0.05703,0.00407,0,0,0,0,NA,NA,0,0
3713,2017-10-06,2549.330078,2017.76164383562,0.0303,0,0.01802,0,0.0748,0.01969,0.0551,0.00204,NA,NA,NA,NA,NA,NA,0,0
3714,2017-10-09,2544.72998,2017.7698630137,0.04082,0.0102,0.03182,0.00455,0.11067,0.03162,0.04637,0,0,0,0,0,NA,NA,0,0
3715,2017-10-10,2550.639893,2017.77260273973,0.0404,0.0202,0.05,0.00909,0.12698,0.03571,0.05533,0.00205,0,0,0,0,NA,NA,0,0
3716,2017-10-11,2555.23999,2017.77534246575,0.05051,0.0202,0.05909,0.01364,0.15476,0.03571,0.04656,0,0,0,0,0,NA,NA,0,0
3717,2017-10-12,2550.929932,2017.77808219178,0.04,0,0.04525,0,0.1581,0.02372,0.05455,0.00202,NA,NA,NA,NA,NA,NA,0,0
3718,2017-10-13,2553.169922,2017.78082191781,0.02,0,0.04505,0,0.18504,0.02362,0.04656,0,NA,NA,NA,NA,NA,NA,0,0
3719,2017-10-16,2557.639893,2017.78904109589,0.0303,0.0101,0.05909,0.01364,0.17063,0.02778,0.05645,0.00605,NA,NA,NA,NA,NA,NA,0,0
3720,2017-10-17,2559.360107,2017.79178082192,0.04124,0.02062,0.07373,0.00922,0.17928,0.03586,0.05859,0.00404,NA,NA,NA,NA,NA,NA,0,0
3721,2017-10-18,2561.26001,2017.79452054795,0,0,0.05936,0.00457,0.23413,0.02381,0.06491,0.00203,NA,NA,NA,NA,NA,NA,0,0
3722,2017-10-19,2562.100098,2017.79726027397,0.0404,0.0101,0.08716,0.00917,0.23108,0.03187,0.06061,0.00202,0,0,0,0,NA,NA,0,0
3723,2017-10-20,2575.209961,2017.8,0.14286,0.06122,0.13699,0.04566,0.24901,0.03953,0.05882,0.00811,0,0,0,0,0,0,0,0
3724,2017-10-23,2564.97998,2017.80821917808,0,0,0.08716,0.03211,0.23715,0.04348,0.06237,0.00402,0,0,0,0,NA,NA,0,0
3725,2017-10-24,2569.129883,2017.81095890411,0.03,0,0.12273,0.04091,0.24303,0.03586,0.07114,0.00203,NA,NA,NA,NA,NA,NA,0,0
3726,2017-10-25,2557.149902,2017.81369863014,0,0,0.10502,0.0411,0.24303,0.03187,0.06869,0.01212,NA,NA,NA,NA,NA,NA,0,0
3727,2017-10-26,2560.399902,2017.81643835616,0.0396,0.0198,0.09955,0.04072,0.2381,0.03175,0.07229,0.00402,NA,NA,NA,NA,NA,NA,0,0
3728,2017-10-27,2581.070068,2017.81917808219,0.10101,0.0303,0.15909,0.05909,0.26378,0.02756,0.08925,0.00811,NA,NA,NA,NA,NA,NA,0,0
3729,2017-10-30,2572.830078,2017.82739726027,0.10309,0.04124,0.17431,0.1055,0.26087,0.02767,0.11044,0.00602,NA,NA,NA,NA,NA,NA,0,0
3730,2017-10-31,2575.26001,2017.8301369863,0.06,0,0.15982,0.07763,0.31746,0.03571,0.15323,0.00605,NA,NA,NA,NA,NA,NA,0,0
3731,2017-11-01,2579.360107,2017.83287671233,0.0202,0,0.16055,0.07339,0.30159,0.03175,0.19,0.006,NA,NA,NA,NA,NA,NA,0,0
3732,2017-11-02,2579.850098,2017.83561643836,0.0303,0,0.17431,0.08716,0.28063,0.03557,0.18511,0.00402,NA,NA,NA,NA,NA,NA,0,0
3733,2017-11-03,2587.840088,2017.83835616438,0.08247,0.02062,0.17808,0.09589,0.35968,0.02372,0.15768,0.00399,NA,NA,NA,NA,NA,NA,0,0
3734,2017-11-06,2591.129883,2017.84657534247,0.04124,0,0.10599,0.07373,0.41502,0.04348,0.15431,0,NA,NA,NA,NA,NA,NA,0,0
3735,2017-11-07,2590.639893,2017.84931506849,0.0303,0,0.09633,0.07798,0.4246,0.03175,0.14141,0.0101,NA,NA,NA,NA,NA,NA,0,0
3736,2017-11-08,2594.379883,2017.85205479452,0.06122,0.0102,0.13761,0.10092,0.46825,0.04365,0.13968,0.00405,0,0,0,0,NA,NA,0,0
3737,2017-11-09,2584.620117,2017.85479452055,0,0,0.12037,0.11111,0.43478,0.02767,0.14777,0.00405,NA,NA,NA,NA,NA,NA,0,0
3738,2017-11-10,2582.300049,2017.85753424658,0.02,0.02,0.11312,0.1086,0.49213,0.0315,0.1697,0.00808,NA,NA,NA,NA,NA,NA,0,0
